,city,state,city_size,mode,n,percent,moe,state_abb,state_region
1800,Athens,Alabama,Small,Walk,87,1.0,0.7,AL,South
1801,Athens,Ohio,Small,Walk,3461,36.8,5.4,OH,North Central
1802,Atlantic City,New Jersey,Small,Walk,2701,17.8,2.7,NJ,Northeast
1803,Attleboro,Massachusetts,Small,Walk,535,2.4,0.9,MA,Northeast
1804,Atwater,California,Small,Walk,103,1.1,0.6,CA,West
1805,Auburn,Alabama,Small,Walk,1367,5.7,1.1,AL,South
1806,Auburn,Maine,Small,Walk,392,3.4,1.1,ME,Northeast
1807,Auburn,New York,Small,Walk,627,5.2,1.4,NY,Northeast
1808,Auburn,Washington,Small,Walk,646,2.0,0.5,WA,West
1809,Auburn Hills,Michigan,Small,Walk,341,3.1,1.4,MI,North Central
1810,Austin,Minnesota,Small,Walk,594,5.2,1.5,MN,North Central
1811,Aventura,Florida,Small,Walk,148,1.1,0.8,FL,South
1812,Avon,Ohio,Small,Walk,47,0.5,0.5,OH,North Central
1813,Avon Lake,Ohio,Small,Walk,58,0.6,0.4,OH,North Central
1814,Avondale,Arizona,Small,Walk,391,1.2,0.7,AZ,West
1815,Azusa,California,Small,Walk,1340,6.4,1.7,CA,West
1816,Bainbridge Island,Washington,Small,Walk,621,6.1,1.8,WA,West
1817,Balch Springs,Texas,Small,Walk,73,0.8,0.6,TX,South
1818,Baldwin Park,California,Small,Walk,561,1.8,0.5,CA,West
1819,Ballwin,Missouri,Small,Walk,302,1.9,0.8,MO,North Central
1820,Bangor,Maine,Small,Walk,959,5.9,1.5,ME,Northeast
1821,Banning,California,Small,Walk,101,1.1,0.8,CA,West
1822,Barberton,Ohio,Small,Walk,237,2.0,0.9,OH,North Central
1823,Barnstable Town,Massachusetts,Small,Walk,509,2.3,0.8,MA,Northeast
1824,Barstow,California,Small,Walk,644,7.5,3.4,CA,West
1825,Bartlesville,Oklahoma,Small,Walk,349,2.2,0.7,OK,South
1826,Bartlett,Tennessee,Small,Walk,91,0.3,0.2,TN,South
1827,Bartlett,Illinois,Small,Walk,159,0.7,0.6,IL,North Central
1828,Batavia,Illinois,Small,Walk,154,1.2,0.7,IL,North Central
1829,Battle Creek,Michigan,Small,Walk,802,3.9,0.9,MI,North Central
1830,Bay City,Michigan,Small,Walk,362,2.6,1.0,MI,North Central
1831,Bayonne,New Jersey,Small,Walk,2626,8.7,1.3,NJ,Northeast
1832,Baytown,Texas,Small,Walk,419,1.5,0.6,TX,South
1833,Beaumont,California,Small,Walk,106,0.7,0.5,CA,West
1834,Beavercreek,Ohio,Small,Walk,300,1.3,0.6,OH,North Central
1835,Beaverton,Oregon,Small,Walk,2370,5.3,1.2,OR,West
1836,Bedford,Texas,Small,Walk,323,1.2,0.7,TX,South
1837,Bell,California,Small,Walk,502,3.8,1.4,CA,West
1838,Bell Gardens,California,Small,Walk,554,3.4,1.0,CA,West
1839,Bella Vista,Arkansas,Small,Walk,181,1.7,1.6,AR,South
1840,Belleville,Illinois,Small,Walk,416,1.9,0.9,IL,North Central
1841,Bellevue,Nebraska,Small,Walk,226,0.9,0.3,NE,North Central
1842,Bellflower,California,Small,Walk,620,1.9,0.7,CA,West
1843,Bellingham,Washington,Small,Walk,3243,8.2,1.4,WA,West
1844,Belmont,California,Small,Walk,259,2.0,0.8,CA,West
1845,Beloit,Wisconsin,Small,Walk,679,4.5,1.1,WI,North Central
1846,Belton,Missouri,Small,Walk,39,0.4,0.3,MO,North Central
1847,Belvidere,Illinois,Small,Walk,242,2.3,1.4,IL,North Central
1848,Benbrook,Texas,Small,Walk,23,0.2,0.2,TX,South
1849,Bend,Oregon,Small,Walk,1090,3.0,1.1,OR,West
1850,Benicia,California,Small,Walk,261,2.0,1.0,CA,West
1851,Benton,Arkansas,Small,Walk,165,1.2,0.6,AR,South
1852,Bentonville,Arkansas,Small,Walk,398,2.3,1.1,AR,South
1853,Bergenfield,New Jersey,Small,Walk,288,2.1,1.2,NJ,Northeast
1854,Berwyn,Illinois,Small,Walk,1157,4.7,1.3,IL,North Central
1855,Bessemer,Alabama,Small,Walk,69,0.7,0.6,AL,South
1856,Bethel Park municipality,Pennsylvania,Small,Walk,156,1.0,0.4,PA,Northeast
1857,Bethlehem,Pennsylvania,Small,Walk,1631,5.0,1.0,PA,Northeast
1858,Bettendorf,Iowa,Small,Walk,141,0.9,0.5,IA,North Central
1859,Beverly,Massachusetts,Small,Walk,1336,6.4,1.2,MA,Northeast
1860,Beverly Hills,California,Small,Walk,889,5.4,1.2,CA,West
1861,Biddeford,Maine,Small,Walk,661,6.0,2.4,ME,Northeast
1862,Big Spring,Texas,Small,Walk,231,2.6,1.3,TX,South
1863,Biloxi,Mississippi,Small,Walk,2131,9.3,1.5,MS,South
1864,Binghamton,New York,Small,Walk,899,4.8,1.1,NY,Northeast
1865,Birmingham,Michigan,Small,Walk,185,1.9,0.9,MI,North Central
1866,Bismarck,North Dakota,Small,Walk,840,2.5,0.6,ND,North Central
1867,Bixby,Oklahoma,Small,Walk,19,0.2,0.2,OK,South
1868,Blacksburg,Virginia,Small,Walk,1836,10.6,1.9,VA,South
1869,Blaine,Minnesota,Small,Walk,232,0.8,0.3,MN,North Central
1870,Bloomingdale,Illinois,Small,Walk,99,0.9,0.8,IL,North Central
1871,Bloomington,Illinois,Small,Walk,1201,3.1,0.8,IL,North Central
1872,Bloomington,Indiana,Small,Walk,5067,14.4,1.5,IN,North Central
1873,Bloomington,Minnesota,Small,Walk,757,1.8,0.5,MN,North Central
1874,Blue Island,Illinois,Small,Walk,263,2.7,1.2,IL,North Central
1875,Blue Springs,Missouri,Small,Walk,187,0.7,0.4,MO,North Central
1876,Blythe,California,Small,Walk,147,2.7,1.3,CA,West
1877,Boca Raton,Florida,Small,Walk,936,2.4,0.6,FL,South
1878,Bolingbrook,Illinois,Small,Walk,347,1.0,0.3,IL,North Central
1879,Bonita Springs,Florida,Small,Walk,189,1.2,0.7,FL,South
1880,Bossier City,Louisiana,Small,Walk,815,2.7,0.7,LA,South
1881,Bothell,Washington,Small,Walk,237,1.4,0.6,WA,West
1882,Bountiful,Utah,Small,Walk,266,1.4,0.6,UT,West
1883,Bowie,Maryland,Small,Walk,466,1.6,0.6,MD,South
1884,Bowling Green,Kentucky,Small,Walk,1338,5.0,1.0,KY,South
1885,Bowling Green,Ohio,Small,Walk,2351,15.8,2.4,OH,North Central
1886,Boynton Beach,Florida,Small,Walk,246,0.8,0.4,FL,South
1887,Bozeman,Montana,Small,Walk,2071,10.1,1.7,MT,West
1888,Bradenton,Florida,Small,Walk,264,1.3,0.5,FL,South
1889,Braintree Town,Massachusetts,Small,Walk,154,0.9,0.4,MA,Northeast
1890,Brandon,Mississippi,Small,Walk,38,0.4,0.4,MS,South
1891,Brawley,California,Small,Walk,315,3.7,1.7,CA,West
1892,Brea,California,Small,Walk,299,1.5,0.7,CA,West
1893,Bremerton,Washington,Small,Walk,2004,11.1,3.0,WA,West
1894,Brentwood,California,Small,Walk,180,0.8,0.5,CA,West
1895,Brentwood,Tennessee,Small,Walk,161,1.0,0.6,TN,South
1896,Bridgeton,New Jersey,Small,Walk,194,2.5,1.3,NJ,Northeast
1897,Brighton,Colorado,Small,Walk,313,2.1,0.9,CO,West
1898,Bristol,Connecticut,Small,Walk,367,1.2,0.5,CT,Northeast
1899,Bristol,Tennessee,Small,Walk,191,1.7,1.1,TN,South
1900,Brockton,Massachusetts,Small,Walk,1133,2.7,0.6,MA,Northeast
1901,Brookfield,Wisconsin,Small,Walk,145,0.8,0.5,WI,North Central
1902,Brookings,South Dakota,Small,Walk,1096,8.9,2.0,SD,North Central
1903,Brooklyn Center,Minnesota,Small,Walk,384,2.7,1.1,MN,North Central
1904,Brooklyn Park,Minnesota,Small,Walk,259,0.7,0.3,MN,North Central
1905,Broomfield,Colorado,Small,Walk,355,1.2,0.6,CO,West
1906,Brownsburg,Indiana,Small,Walk,11,0.1,0.2,IN,North Central
1907,Brunswick,Ohio,Small,Walk,261,1.5,1.1,OH,North Central
1908,Bryan,Texas,Small,Walk,924,2.6,0.8,TX,South
1909,Buckeye,Arizona,Small,Walk,211,1.1,0.5,AZ,West
1910,Buena Park,California,Small,Walk,1057,2.9,0.6,CA,West
1911,Buffalo Grove,Illinois,Small,Walk,119,0.5,0.2,IL,North Central
1912,Bullhead City,Arizona,Small,Walk,177,1.3,0.7,AZ,West
1913,Burbank,Illinois,Small,Walk,175,1.4,0.7,IL,North Central
1914,Burien,Washington,Small,Walk,355,1.8,0.6,WA,West
1915,Burleson,Texas,Small,Walk,156,0.9,0.6,TX,South
1916,Burlingame,California,Small,Walk,532,3.7,1.4,CA,West
1917,Burlington,Iowa,Small,Walk,240,2.1,0.9,IA,North Central
1918,Burlington,North Carolina,Small,Walk,250,1.1,0.6,NC,South
1919,Burlington,Vermont,Small,Walk,4490,20.3,1.9,VT,Northeast
1920,Burnsville,Minnesota,Small,Walk,426,1.3,0.5,MN,North Central
1921,Burton,Michigan,Small,Walk,59,0.5,0.3,MI,North Central
1922,Butte-Silver Bow (balance),Montana,Small,Walk,651,4.2,1.3,MT,West
1923,Cabot,Arkansas,Small,Walk,123,1.1,0.8,AR,South
1924,Calabasas,California,Small,Walk,27,0.3,0.3,CA,West
1925,Caldwell,Idaho,Small,Walk,181,1.0,0.4,ID,West
1926,Caledonia,Wisconsin,Small,Walk,26,0.2,0.2,WI,North Central
1927,Calexico,California,Small,Walk,438,3.6,1.4,CA,West
1928,Calumet City,Illinois,Small,Walk,334,2.3,1.0,IL,North Central
1929,Camarillo,California,Small,Walk,392,1.3,0.5,CA,West
1930,Camas,Washington,Small,Walk,153,1.9,1.1,WA,West
1931,Camden,New Jersey,Small,Walk,1300,5.5,1.3,NJ,Northeast
1932,Campbell,California,Small,Walk,306,1.4,0.6,CA,West
1933,Canton,Georgia,Small,Walk,258,2.6,1.4,GA,South
1934,Canton,Ohio,Small,Walk,898,3.1,1.0,OH,North Central
1935,Cape Girardeau,Missouri,Small,Walk,908,5.1,1.4,MO,North Central
1936,Carbondale,Illinois,Small,Walk,1601,15.1,3.2,IL,North Central
1937,Carlsbad,New Mexico,Small,Walk,155,1.3,0.9,NM,West
1938,Carmel,Indiana,Small,Walk,364,0.9,0.4,IN,North Central
1939,Carol Stream,Illinois,Small,Walk,209,1.0,0.7,IL,North Central
1940,Carpentersville,Illinois,Small,Walk,147,0.8,0.5,IL,North Central
1941,Carrboro,North Carolina,Small,Walk,311,2.7,1.1,NC,South
1942,Carrollton,Georgia,Small,Walk,224,2.4,1.2,GA,South
1943,Carson,California,Small,Walk,697,1.7,0.6,CA,West
1944,Carson City,Nevada,Small,Walk,387,1.7,0.6,NV,West
1945,Carteret,New Jersey,Small,Walk,211,2.1,1.1,NJ,Northeast
1946,Casa Grande,Arizona,Small,Walk,443,2.4,1.1,AZ,West
1947,Casper,Wyoming,Small,Walk,483,1.7,0.6,WY,West
1948,Casselberry,Florida,Small,Walk,184,1.5,0.9,FL,South
1949,Castle Rock,Colorado,Small,Walk,373,1.5,1.1,CO,West
1950,Cathedral City,California,Small,Walk,198,0.9,0.4,CA,West
1951,Cedar City,Utah,Small,Walk,666,5.6,2.0,UT,West
1952,Cedar Falls,Iowa,Small,Walk,2411,11.8,1.9,IA,North Central
1953,Cedar Hill,Texas,Small,Walk,282,1.3,0.6,TX,South
1954,Cedar Park,Texas,Small,Walk,287,1.1,0.6,TX,South
1955,Centerville,Ohio,Small,Walk,10,0.1,0.2,OH,North Central
1956,Central,Louisiana,Small,Walk,75,0.5,0.4,LA,South
1957,Ceres,California,Small,Walk,294,1.7,0.8,CA,West
1958,Cerritos,California,Small,Walk,146,0.7,0.4,CA,West
1959,Chambersburg,Pennsylvania,Small,Walk,332,4.1,1.5,PA,Northeast
1960,Champaign,Illinois,Small,Walk,4831,12.1,1.5,IL,North Central
1961,Champlin,Minnesota,Small,Walk,50,0.4,0.3,MN,North Central
1962,Chanhassen,Minnesota,Small,Walk,118,1.0,0.6,MN,North Central
1963,Chapel Hill,North Carolina,Small,Walk,2685,10.2,1.2,NC,South
1964,Charleston,Illinois,Small,Walk,1365,13.5,2.7,IL,North Central
1965,Charleston,West Virginia,Small,Walk,1268,5.5,1.2,WV,South
1966,Charlottesville,Virginia,Small,Walk,2592,12.6,1.7,VA,South
1967,Chaska,Minnesota,Small,Walk,96,0.8,0.6,MN,North Central
1968,Chelsea,Massachusetts,Small,Walk,1322,8.2,1.8,MA,Northeast
1969,Chester,Pennsylvania,Small,Walk,861,7.5,1.5,PA,Northeast
1970,Chesterfield,Missouri,Small,Walk,187,0.8,0.4,MO,North Central
1971,Cheyenne,Wyoming,Small,Walk,699,2.3,0.8,WY,West
1972,Chicago Heights,Illinois,Small,Walk,194,1.7,0.8,IL,North Central
1973,Chico,California,Small,Walk,2155,5.6,0.9,CA,West
1974,Chicopee,Massachusetts,Small,Walk,718,2.8,0.9,MA,Northeast
1975,Chillicothe,Ohio,Small,Walk,190,2.2,1.1,OH,North Central
1976,Chino,California,Small,Walk,399,1.2,0.5,CA,West
1977,Chino Hills,California,Small,Walk,278,0.8,0.5,CA,West
1978,Christiansburg,Virginia,Small,Walk,23,0.2,0.2,VA,South
1979,Cicero,Illinois,Small,Walk,1171,3.5,0.8,IL,North Central
1980,Citrus Heights,California,Small,Walk,723,1.9,0.6,CA,West
1981,Claremont,California,Small,Walk,1561,10.6,1.8,CA,West
1982,Clarksville,Indiana,Small,Walk,152,1.5,1.0,IN,North Central
1983,Clearfield,Utah,Small,Walk,201,1.5,0.8,UT,West
1984,Cleburne,Texas,Small,Walk,148,1.2,0.7,TX,South
1985,Clermont,Florida,Small,Walk,173,1.5,1.2,FL,South
1986,Cleveland,Tennessee,Small,Walk,473,2.7,0.9,TN,South
1987,Cleveland Heights,Ohio,Small,Walk,1254,5.6,0.9,OH,North Central
1988,Cliffside Park,New Jersey,Small,Walk,487,4.2,1.6,NJ,Northeast
1989,Clifton,New Jersey,Small,Walk,947,2.3,0.6,NJ,Northeast
1990,Clinton,Iowa,Small,Walk,289,2.4,1.0,IA,North Central
1991,Clinton,Mississippi,Small,Walk,120,1.0,0.4,MS,South
1992,Clinton,Utah,Small,Walk,110,1.2,0.7,UT,West
1993,Clovis,California,Small,Walk,569,1.4,0.5,CA,West
1994,Clovis,New Mexico,Small,Walk,292,1.8,0.8,NM,West
1995,Coachella,California,Small,Walk,135,0.9,0.7,CA,West
1996,Coconut Creek,Florida,Small,Walk,165,0.7,0.4,FL,South
1997,Coeur d'Alene,Idaho,Small,Walk,581,2.8,0.8,ID,West
1998,College Park,Maryland,Small,Walk,2833,21.5,3.2,MD,South
1999,College Station,Texas,Small,Walk,2354,5.5,1.1,TX,South
2000,Colleyville,Texas,Small,Walk,21,0.2,0.2,TX,South
2001,Collierville,Tennessee,Small,Walk,146,0.7,0.4,TN,South
2002,Collinsville,Illinois,Small,Walk,46,0.4,0.3,IL,North Central
2003,Colton,California,Small,Walk,148,0.7,0.4,CA,West
2004,Columbia,Tennessee,Small,Walk,159,1.1,0.6,TN,South
2005,Columbus,Indiana,Small,Walk,260,1.2,0.5,IN,North Central
2006,Columbus,Mississippi,Small,Walk,420,4.7,1.6,MS,South
2007,Columbus,Nebraska,Small,Walk,268,2.4,1.2,NE,North Central
2008,Commerce City,Colorado,Small,Walk,188,0.9,0.5,CO,West
2009,Compton,California,Small,Walk,573,1.7,0.5,CA,West
2010,Concord,New Hampshire,Small,Walk,975,4.6,1.0,NH,Northeast
2011,Concord,North Carolina,Small,Walk,222,0.6,0.3,NC,South
2012,Conroe,Texas,Small,Walk,420,1.6,0.6,TX,South
2013,Conway,Arkansas,Small,Walk,686,2.4,0.7,AR,South
2014,Cookeville,Tennessee,Small,Walk,170,1.5,0.7,TN,South
2015,Coon Rapids,Minnesota,Small,Walk,371,1.1,0.4,MN,North Central
2016,Cooper City,Florida,Small,Walk,157,1.0,0.5,FL,South
2017,Coppell,Texas,Small,Walk,63,0.3,0.2,TX,South
2018,Copperas Cove,Texas,Small,Walk,201,1.5,0.8,TX,South
2019,Coral Gables,Florida,Small,Walk,1292,6.1,1.3,FL,South
2020,Corcoran,California,Small,Walk,78,2.0,1.5,CA,West
2021,Corinth,Texas,Small,Walk,159,1.6,1.9,TX,South
2022,Cornelius,North Carolina,Small,Walk,113,0.9,0.5,NC,South
2023,Coronado,California,Small,Walk,846,7.7,2.0,CA,West
2024,Corsicana,Texas,Small,Walk,250,2.5,1.1,TX,South
2025,Corvallis,Oregon,Small,Walk,3109,12.4,1.8,OR,West
2026,Cottage Grove,Minnesota,Small,Walk,242,1.3,0.7,MN,North Central
2027,Cottonwood Heights,Utah,Small,Walk,495,2.9,0.9,UT,West
2028,Council Bluffs,Iowa,Small,Walk,529,1.7,0.5,IA,North Central
2029,Covina,California,Small,Walk,145,0.7,0.4,CA,West
2030,Covington,Kentucky,Small,Walk,671,3.8,0.9,KY,South
2031,Cranston,Rhode Island,Small,Walk,641,1.7,0.4,RI,Northeast
2032,Crest Hill,Illinois,Small,Walk,18,0.2,0.3,IL,North Central
2033,Crestview,Florida,Small,Walk,79,0.9,0.6,FL,South
2034,Crown Point,Indiana,Small,Walk,163,1.3,0.8,IN,North Central
2035,Crystal,Minnesota,Small,Walk,117,1.0,0.5,MN,North Central
2036,Crystal Lake,Illinois,Small,Walk,285,1.4,0.7,IL,North Central
2037,Cudahy,California,Small,Walk,322,3.6,1.6,CA,West
2038,Culver City,California,Small,Walk,289,1.4,0.7,CA,West
2039,Cumberland,Maryland,Small,Walk,482,6.2,2.2,MD,South
2040,Cupertino,California,Small,Walk,427,1.7,0.8,CA,West
2041,Cutler Bay,Florida,Small,Walk,39,0.2,0.2,FL,South
2042,Cuyahoga Falls,Ohio,Small,Walk,214,0.9,0.4,OH,North Central
2043,Cypress,California,Small,Walk,241,1.0,0.5,CA,West
2044,Dalton,Georgia,Small,Walk,136,1.0,0.7,GA,South
2045,Dana Point,California,Small,Walk,412,2.4,1.1,CA,West
2046,Danbury,Connecticut,Small,Walk,1111,2.6,0.7,CT,Northeast
2047,Dania Beach,Florida,Small,Walk,373,2.6,1.1,FL,South
2048,Danville,Illinois,Small,Walk,541,4.4,1.4,IL,North Central
2049,Danville,Virginia,Small,Walk,533,3.3,0.9,VA,South
2050,Danville,California,Small,Walk,177,1.0,0.5,CA,West
2051,Daphne,Alabama,Small,Walk,70,0.7,0.6,AL,South
2052,Darien,Illinois,Small,Walk,182,1.7,0.9,IL,North Central
2053,Davie,Florida,Small,Walk,524,1.1,0.4,FL,South
2054,Davis,California,Small,Walk,942,3.1,0.7,CA,West
2055,Daytona Beach,Florida,Small,Walk,1132,4.9,1.0,FL,South
2056,De Pere,Wisconsin,Small,Walk,873,6.9,2.0,WI,North Central
2057,Dearborn,Michigan,Small,Walk,612,1.8,0.5,MI,North Central
2058,Dearborn Heights,Michigan,Small,Walk,183,0.9,0.4,MI,North Central
2059,Decatur,Alabama,Small,Walk,265,1.1,0.5,AL,South
2060,Decatur,Illinois,Small,Walk,787,2.5,0.6,IL,North Central
2061,Deer Park,Texas,Small,Walk,110,0.7,0.6,TX,South
2062,Deerfield Beach,Florida,Small,Walk,589,1.7,0.6,FL,South
2063,DeKalb,Illinois,Small,Walk,1725,8.5,1.6,IL,North Central
2064,Del City,Oklahoma,Small,Walk,183,2.0,0.9,OK,South
2065,Del Rio,Texas,Small,Walk,315,2.3,1.4,TX,South
2066,DeLand,Florida,Small,Walk,392,4.0,1.7,FL,South
2067,Delano,California,Small,Walk,310,2.1,0.9,CA,West
2068,Delaware,Ohio,Small,Walk,665,3.9,0.9,OH,North Central
2069,Delray Beach,Florida,Small,Walk,521,1.8,0.6,FL,South
2070,Deltona,Florida,Small,Walk,250,0.7,0.4,FL,South
2071,Denison,Texas,Small,Walk,222,2.4,0.9,TX,South
2072,Derby,Kansas,Small,Walk,64,0.6,0.4,KS,North Central
2073,Des Moines,Washington,Small,Walk,338,2.5,1.5,WA,West
2074,Des Plaines,Illinois,Small,Walk,291,1.0,0.4,IL,North Central
2075,Desert Hot Springs,California,Small,Walk,188,2.1,1.1,CA,West
2076,DeSoto,Texas,Small,Walk,152,0.7,0.4,TX,South
2077,Diamond Bar,California,Small,Walk,458,1.7,1.5,CA,West
2078,Dinuba,California,Small,Walk,130,1.6,1.1,CA,West
2079,Dodge City,Kansas,Small,Walk,186,1.5,0.8,KS,North Central
2080,Dolton,Illinois,Small,Walk,70,0.7,0.5,IL,North Central
2081,Doral,Florida,Small,Walk,97,0.5,0.4,FL,South
2082,Dothan,Alabama,Small,Walk,168,0.6,0.2,AL,South
2083,Douglasville,Georgia,Small,Walk,137,1.0,0.8,GA,South
2084,Dover,Delaware,Small,Walk,710,4.5,1.5,DE,South
2085,Dover,New Hampshire,Small,Walk,659,4.0,1.3,NH,Northeast
2086,Downers Grove,Illinois,Small,Walk,529,2.2,0.6,IL,North Central
2087,Draper,Utah,Small,Walk,201,1.2,0.7,UT,West
2088,Duarte,California,Small,Walk,253,2.8,1.2,CA,West
2089,Dublin,California,Small,Walk,541,2.4,1.1,CA,West
2090,Dublin,Ohio,Small,Walk,106,0.5,0.3,OH,North Central
2091,Dubuque,Iowa,Small,Walk,1766,6.0,0.9,IA,North Central
2092,Duluth,Georgia,Small,Walk,257,2.0,2.7,GA,South
2093,Duluth,Minnesota,Small,Walk,2158,5.2,0.7,MN,North Central
2094,Duncan,Oklahoma,Small,Walk,118,1.2,0.8,OK,South
2095,Duncanville,Texas,Small,Walk,73,0.4,0.3,TX,South
2096,Dunedin,Florida,Small,Walk,242,1.5,0.6,FL,South
2097,Dunwoody,Georgia,Small,Walk,451,2.0,0.9,GA,South
2098,Eagan,Minnesota,Small,Walk,244,0.7,0.2,MN,North Central
2099,Eagle,Idaho,Small,Walk,34,0.4,0.5,ID,West
2100,Eagle Mountain,Utah,Small,Walk,34,0.4,0.5,UT,West
2101,Eagle Pass,Texas,Small,Walk,245,2.5,1.1,TX,South
2102,Easley,South Carolina,Small,Walk,65,0.7,0.5,SC,South
2103,East Chicago,Indiana,Small,Walk,374,4.0,1.5,IN,North Central
2104,East Lansing,Michigan,Small,Walk,4716,23.3,2.2,MI,North Central
2105,East Moline,Illinois,Small,Walk,70,0.8,0.5,IL,North Central
2106,East Orange,New Jersey,Small,Walk,1591,6.2,1.1,NJ,Northeast
2107,East Palo Alto,California,Small,Walk,332,2.7,1.5,CA,West
2108,East Peoria,Illinois,Small,Walk,222,2.0,0.9,IL,North Central
2109,East Point,Georgia,Small,Walk,198,1.4,0.8,GA,South
2110,East Providence,Rhode Island,Small,Walk,209,0.9,0.5,RI,Northeast
2111,East Ridge,Tennessee,Small,Walk,7,0.1,0.1,TN,South
2112,East St. Louis,Illinois,Small,Walk,179,2.3,1.2,IL,North Central
2113,Easton,Pennsylvania,Small,Walk,507,4.8,1.3,PA,Northeast
2114,Eastpointe,Michigan,Small,Walk,282,2.2,1.0,MI,North Central
2115,Eastvale,California,Small,Walk,61,0.2,0.3,CA,West
2116,Eau Claire,Wisconsin,Small,Walk,1884,5.3,1.0,WI,North Central
2117,Eden Prairie,Minnesota,Small,Walk,538,1.6,0.6,MN,North Central
2118,Edgewater,Florida,Small,Walk,95,1.1,1.1,FL,South
2119,Edina,Minnesota,Small,Walk,444,1.9,0.6,MN,North Central
2120,Edinburg,Texas,Small,Walk,432,1.4,0.6,TX,South
2121,Edmond,Oklahoma,Small,Walk,629,1.5,0.5,OK,South
2122,Edmonds,Washington,Small,Walk,342,1.7,0.7,WA,West
2123,Edwardsville,Illinois,Small,Walk,371,3.1,1.1,IL,North Central
2124,El Centro,California,Small,Walk,381,2.5,0.9,CA,West
2125,El Cerrito,California,Small,Walk,231,1.9,0.8,CA,West
2126,El Mirage,Arizona,Small,Walk,68,0.5,0.5,AZ,West
2127,El Paso de Robles (Paso Robles),California,Small,Walk,203,1.6,0.8,CA,West
2128,Elizabethtown,Kentucky,Small,Walk,74,0.6,0.4,KY,South
2129,Elk Grove Village,Illinois,Small,Walk,209,1.2,0.9,IL,North Central
2130,Elk River,Minnesota,Small,Walk,87,0.7,0.6,MN,North Central
2131,Elkhart,Indiana,Small,Walk,377,1.8,0.7,IN,North Central
2132,Elmhurst,Illinois,Small,Walk,425,2.1,0.6,IL,North Central
2133,Elmira,New York,Small,Walk,795,7.4,1.5,NY,Northeast
2134,Elmwood Park,Illinois,Small,Walk,337,2.7,1.0,IL,North Central
2135,Elyria,Ohio,Small,Walk,276,1.1,0.4,OH,North Central
2136,Emporia,Kansas,Small,Walk,754,6.0,1.5,KS,North Central
2137,Encinitas,California,Small,Walk,562,1.9,0.6,CA,West
2138,Englewood,Colorado,Small,Walk,479,3.0,0.8,CO,West
2139,Englewood,New Jersey,Small,Walk,738,5.4,1.6,NJ,Northeast
2140,Enid,Oklahoma,Small,Walk,286,1.3,0.5,OK,South
2141,Enterprise,Alabama,Small,Walk,145,1.3,0.8,AL,South
2142,Euclid,Ohio,Small,Walk,259,1.2,0.5,OH,North Central
2143,Euless,Texas,Small,Walk,269,1.0,0.4,TX,South
2144,Eureka,California,Small,Walk,734,6.1,1.6,CA,West
2145,Evanston,Illinois,Small,Walk,4147,11.6,1.0,IL,North Central
2146,Everett,Massachusetts,Small,Walk,905,4.1,1.2,MA,Northeast
2147,Fair Lawn,New Jersey,Small,Walk,217,1.3,0.6,NJ,Northeast
2148,Fairbanks,Alaska,Small,Walk,660,4.3,1.2,AK,West
2149,Fairborn,Ohio,Small,Walk,457,3.0,1.0,OH,North Central
2150,Fairfax,Virginia,Small,Walk,376,3.1,1.2,VA,South
2151,Fairfield,Ohio,Small,Walk,138,0.6,0.5,OH,North Central
2152,Fall River,Massachusetts,Small,Walk,1232,3.4,0.8,MA,Northeast
2153,Faribault,Minnesota,Small,Walk,170,1.8,1.3,MN,North Central
2154,Farmers Branch,Texas,Small,Walk,324,2.3,1.2,TX,South
2155,Farmington,Minnesota,Small,Walk,64,0.6,0.4,MN,North Central
2156,Farmington,New Mexico,Small,Walk,384,1.9,0.9,NM,West
2157,Farmington,Utah,Small,Walk,132,1.6,0.9,UT,West
2158,Farmington Hills,Michigan,Small,Walk,420,1.1,0.3,MI,North Central
2159,Farragut,Tennessee,Small,Walk,13,0.1,0.2,TN,South
2160,Fayetteville,Arkansas,Small,Walk,1962,5.2,1.0,AR,South
2161,Federal Way,Washington,Small,Walk,916,2.1,0.6,WA,West
2162,Ferguson,Missouri,Small,Walk,56,0.6,0.5,MO,North Central
2163,Ferndale,Michigan,Small,Walk,270,2.5,1.1,MI,North Central
2164,Findlay,Ohio,Small,Walk,609,3.2,1.1,OH,North Central
2165,Fishers,Indiana,Small,Walk,134,0.3,0.3,IN,North Central
2166,Fitchburg,Massachusetts,Small,Walk,812,4.4,1.1,MA,Northeast
2167,Fitchburg,Wisconsin,Small,Walk,215,1.6,0.8,WI,North Central
2168,Flagstaff,Arizona,Small,Walk,3560,10.2,1.7,AZ,West
2169,Florence,Alabama,Small,Walk,202,1.3,0.6,AL,South
2170,Florence,Kentucky,Small,Walk,221,1.6,1.0,KY,South
2171,Florence,South Carolina,Small,Walk,213,1.3,0.6,SC,South
2172,Florence,Arizona,Small,Walk,169,5.7,3.1,AZ,West
2173,Florissant,Missouri,Small,Walk,235,0.9,0.4,MO,North Central
2174,Flower Mound,Texas,Small,Walk,295,0.9,0.5,TX,South
2175,Folsom,California,Small,Walk,499,1.6,0.6,CA,West
2176,Fond du Lac,Wisconsin,Small,Walk,700,3.4,0.9,WI,North Central
2177,Forest Grove,Oregon,Small,Walk,536,6.1,2.2,OR,West
2178,Fort Dodge,Iowa,Small,Walk,353,3.1,1.1,IA,North Central
2179,Fort Lee,New Jersey,Small,Walk,790,4.6,1.1,NJ,Northeast
